ID,AGE_QUINTILES,CODE_GENDER,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,CNT_CHILDREN_BRACKET,CNT_FAM_MEMBERS_BRACKET,ANNUAL_INCOME_QUINTILE,NAME_INCOME_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,status
"5,024,098",1,F,Incomplete higher,Single / not married,1,1,2,State servant,Y,N,House / apartment,1,0,0,0
"5,024,096",1,F,Incomplete higher,Single / not married,1,1,2,State servant,Y,N,House / apartment,1,0,0,0
"5,024,091",1,F,Incomplete higher,Single / not married,1,1,2,State servant,Y,N,House / apartment,1,0,0,0
"5,024,089",1,F,Incomplete higher,Single / not married,1,1,2,State servant,Y,N,House / apartment,1,0,0,0
"5,024,090",1,F,Incomplete higher,Single / not married,1,1,2,State servant,Y,N,House / apartment,1,0,0,0
"5,024,094",1,F,Incomplete higher,Single / not married,1,1,2,State servant,Y,N,House / apartment,1,0,0,0
"5,135,395",3,F,Secondary / secondary special,Married,1,2,2,Working,N,N,Municipal apartment,0,0,0,0
"5,135,400",3,F,Secondary / secondary special,Married,1,2,2,Working,N,N,Municipal apartment,0,0,0,0
"5,135,393",3,F,Secondary / secondary special,Married,1,2,2,Working,N,N,Municipal apartment,0,0,0,0
"5,113,455",4,F,Secondary / secondary special,Married,2,3,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,113,457",4,F,Secondary / secondary special,Married,2,3,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,135,596",4,F,Secondary / secondary special,Separated,1,1,2,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,135,597",4,F,Secondary / secondary special,Separated,1,1,2,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,125,613",4,F,Secondary / secondary special,Married,1,2,2,State servant,N,N,House / apartment,1,0,0,0
"5,125,617",4,F,Secondary / secondary special,Married,1,2,2,State servant,N,N,House / apartment,1,0,0,0
"5,125,618",4,F,Secondary / secondary special,Married,1,2,2,State servant,N,N,House / apartment,1,0,0,0
"5,053,315",2,F,Secondary / secondary special,Married,2,3,2,Working,N,Y,House / apartment,0,0,0,0
"5,010,975",4,M,Higher education,Married,1,2,2,Working,Y,Y,House / apartment,0,0,1,0
"5,053,249",4,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,0,0,0
"5,053,248",4,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,0,0,0
"5,116,291",3,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,0,0
"5,116,295",3,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,0,0
"5,116,290",3,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,0,0
"5,116,296",3,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,0,0
"5,116,294",3,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,0,0
"5,116,293",3,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,0,0
"5,116,297",3,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,0,0
"5,045,706",3,F,Higher education,Separated,1,1,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,045,700",3,F,Higher education,Separated,1,1,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,142,571",4,F,Higher education,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,1,0
"5,142,572",4,F,Higher education,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,1,0
"5,142,566",4,F,Higher education,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,1,0
"5,142,573",4,F,Higher education,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,1,0
"5,142,565",4,F,Higher education,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,1,0
"5,142,569",4,F,Higher education,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,1,0
"5,142,568",4,F,Higher education,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,1,0
"5,118,557",3,F,Secondary / secondary special,Single / not married,1,1,2,Working,N,Y,House / apartment,0,1,0,0
"5,118,555",3,F,Secondary / secondary special,Single / not married,1,1,2,Working,N,Y,House / apartment,0,1,0,0
"5,118,556",3,F,Secondary / secondary special,Single / not married,1,1,2,Working,N,Y,House / apartment,0,1,0,0
"5,118,559",3,F,Secondary / secondary special,Single / not married,1,1,2,Working,N,Y,House / apartment,0,1,0,0
"5,087,546",3,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,087,548",3,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,087,549",3,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,087,547",3,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,087,552",3,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,087,550",3,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,087,554",3,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,029,214",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,021,429",4,F,Higher education,Single / not married,1,1,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,041,479",2,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,1,0,0
"5,041,481",2,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,1,0,0
"5,041,485",2,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,1,0,0
"5,041,483",2,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,1,0,0
"5,056,079",1,F,Secondary / secondary special,Single / not married,1,1,2,State servant,N,Y,House / apartment,0,0,1,0
"5,050,586",3,F,Secondary / secondary special,Married,1,2,2,Working,N,N,House / apartment,1,0,0,0
"5,050,584",3,F,Secondary / secondary special,Married,1,2,2,Working,N,N,House / apartment,1,0,0,0
"5,143,360",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,143,362",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,143,356",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,143,365",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,135,781",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,0,1,0,0
"5,135,785",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,0,1,0,0
"5,135,783",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,0,1,0,0
"5,135,784",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,0,1,0,0
"5,135,786",5,F,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,0,1,0,0
"5,089,954",2,M,Secondary / secondary special,Civil marriage,2,3,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,089,958",2,M,Secondary / secondary special,Civil marriage,2,3,2,Commercial associate,N,Y,House / apartment,0,0,0,1
"5,089,959",2,M,Secondary / secondary special,Civil marriage,2,3,2,Commercial associate,N,Y,House / apartment,0,0,0,1
"5,089,955",2,M,Secondary / secondary special,Civil marriage,2,3,2,Commercial associate,N,Y,House / apartment,0,0,0,1
"5,089,953",2,M,Secondary / secondary special,Civil marriage,2,1,2,Commercial associate,N,Y,House / apartment,0,0,0,1
"5,140,123",4,F,Secondary / secondary special,Single / not married,1,1,2,Working,Y,Y,House / apartment,0,0,0,0
"5,037,095",4,F,Secondary / secondary special,Single / not married,1,1,2,Working,Y,Y,House / apartment,0,0,0,0
"5,037,096",4,F,Secondary / secondary special,Single / not married,1,1,2,Working,Y,Y,House / apartment,0,0,0,0
"5,140,119",4,F,Secondary / secondary special,Single / not married,1,1,2,Working,Y,Y,House / apartment,0,0,0,0
"5,140,122",4,F,Secondary / secondary special,Single / not married,1,1,2,Working,Y,Y,House / apartment,0,0,0,0
"5,046,113",2,M,Higher education,Single / not married,1,1,2,Working,N,N,House / apartment,1,1,0,0
"5,046,112",2,M,Higher education,Single / not married,1,1,2,Working,N,N,House / apartment,1,1,0,0
"5,046,110",2,M,Higher education,Single / not married,1,1,2,Working,N,N,House / apartment,1,1,0,0
"5,106,084",5,M,Secondary / secondary special,Married,1,2,2,Working,N,N,House / apartment,0,0,0,0
"5,106,086",5,M,Secondary / secondary special,Married,1,2,2,Working,N,N,House / apartment,0,0,0,0
"5,106,085",5,M,Secondary / secondary special,Married,1,2,2,Working,N,N,House / apartment,0,0,0,0
"5,116,425",1,F,Secondary / secondary special,Married,3,3,2,Working,N,N,House / apartment,1,1,0,0
"5,054,116",4,M,Secondary / secondary special,Married,1,2,2,Working,Y,N,House / apartment,0,1,0,0
"5,008,873",2,F,Higher education,Married,3,3,2,Commercial associate,N,Y,House / apartment,0,0,1,0
"5,008,882",2,F,Higher education,Married,3,3,2,Commercial associate,N,Y,House / apartment,0,0,1,0
"5,008,876",2,F,Higher education,Married,3,3,2,Commercial associate,N,Y,House / apartment,0,0,1,0
"5,008,875",2,F,Higher education,Married,3,3,2,Commercial associate,N,Y,House / apartment,0,0,1,0
"5,008,874",2,F,Higher education,Married,3,3,2,Commercial associate,N,Y,House / apartment,0,0,1,0
"5,008,879",2,F,Higher education,Married,3,3,2,Commercial associate,N,Y,House / apartment,0,0,1,0
"5,068,896",4,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,0,0,0
"5,068,894",4,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,1,0,0,0
"5,114,535",4,F,Incomplete higher,Married,1,2,2,State servant,N,Y,House / apartment,0,0,0,0
"5,114,536",4,F,Incomplete higher,Married,1,2,2,State servant,N,Y,House / apartment,0,0,0,1
"5,099,909",1,F,Secondary / secondary special,Married,3,3,2,Working,N,Y,House / apartment,1,1,0,0
"5,099,913",1,F,Secondary / secondary special,Married,3,3,2,Working,N,Y,House / apartment,1,1,0,0
"5,099,910",1,F,Secondary / secondary special,Married,3,3,2,Working,N,Y,House / apartment,1,1,0,0
"5,099,911",1,F,Secondary / secondary special,Married,3,3,2,Working,N,Y,House / apartment,1,1,0,0
"5,099,908",1,F,Secondary / secondary special,Married,3,3,2,Working,N,Y,House / apartment,1,1,0,0
"5,050,913",1,F,Higher education,Married,3,3,2,Working,Y,N,House / apartment,0,0,0,0
"5,050,914",1,F,Higher education,Married,3,3,2,Working,Y,N,House / apartment,0,0,0,0
"5,033,495",2,F,Secondary / secondary special,Married,4,3,2,Commercial associate,N,Y,House / apartment,1,0,0,0
"5,028,875",1,M,Secondary / secondary special,Civil marriage,4,3,2,Working,N,N,With parents,0,0,1,0
"5,028,878",1,M,Secondary / secondary special,Civil marriage,4,3,2,Working,N,N,With parents,0,0,1,0
"5,028,882",1,M,Secondary / secondary special,Civil marriage,4,3,2,Working,N,N,With parents,0,0,1,0
"5,028,876",1,M,Secondary / secondary special,Civil marriage,4,3,2,Working,N,N,With parents,0,0,1,0
"5,022,897",4,F,Higher education,Married,1,2,2,State servant,N,Y,House / apartment,0,0,1,0
"5,068,379",2,F,Higher education,Married,2,3,2,Working,N,Y,House / apartment,1,1,1,0
"5,089,800",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,089,801",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,089,789",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,090,779",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,089,792",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,089,788",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,089,793",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,089,802",5,F,Secondary / secondary special,Separated,1,1,2,Working,N,Y,House / apartment,1,1,0,0
"5,112,899",4,F,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,100,135",4,F,Secondary / secondary special,Widow,1,1,2,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,024,895",2,F,Secondary / secondary special,Married,4,3,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,024,896",2,F,Secondary / secondary special,Married,4,3,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,135,591",2,F,Secondary / secondary special,Civil marriage,2,3,2,Working,Y,Y,House / apartment,1,0,0,0
"5,135,593",2,F,Secondary / secondary special,Civil marriage,2,3,2,Working,Y,Y,House / apartment,1,0,0,0
"5,116,238",3,M,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,116,237",3,M,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,116,239",3,M,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,116,236",3,M,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,048,560",3,F,Secondary / secondary special,Single / not married,1,1,2,Working,N,Y,House / apartment,0,0,0,1
"5,046,141",3,F,Secondary / secondary special,Civil marriage,1,2,2,Working,N,Y,House / apartment,0,1,0,0
"5,149,899",4,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,0,0,0
"5,067,632",4,F,Secondary / secondary special,Married,2,3,2,Working,N,Y,House / apartment,0,0,0,0
"5,116,035",2,M,Higher education,Single / not married,1,1,2,Working,Y,Y,House / apartment,1,0,0,1
"5,116,036",2,M,Higher education,Single / not married,1,1,2,Working,Y,Y,House / apartment,1,0,0,1
"5,053,149",1,F,Secondary / secondary special,Married,2,3,2,Working,N,Y,House / apartment,0,0,0,1
"5,053,148",1,F,Secondary / secondary special,Married,2,1,2,Working,N,Y,House / apartment,0,0,0,1
"5,095,266",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,275",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,265",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,277",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,269",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,272",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,264",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,278",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,280",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,279",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,095,270",1,F,Secondary / secondary special,Married,1,2,2,Commercial associate,Y,Y,House / apartment,0,0,0,0
"5,067,494",5,F,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,1,0,0
"5,067,493",5,F,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,1,0,0
"5,067,492",5,F,Secondary / secondary special,Married,1,2,2,Commercial associate,N,Y,House / apartment,0,1,0,0
"5,078,919",1,M,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,033,898",1,M,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,033,897",1,M,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,078,923",1,M,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,078,922",1,M,Secondary / secondary special,Married,1,2,2,Working,N,Y,House / apartment,1,1,0,0
"5,085,650",4,F,Secondary / secondary special,Widow,2,2,2,Working,N,N,House / apartment,0,0,0,0
"5,090,024",1,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,1,1,0
"5,090,027",1,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,1,1,0
"5,090,019",1,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,1,1,0
"5,090,771",1,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,1,1,0
"5,090,020",1,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,1,1,0
"5,090,018",1,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,1,1,0
"5,090,028",1,F,Higher education,Married,1,2,2,Working,N,Y,House / apartment,0,1,1,0
"5,137,519",5,F,Secondary / secondary special,Separated,1,1,2,Working,Y,N,House / apartment,1,0,0,0
"5,029,427",1,M,Secondary / secondary special,Married,3,3,2,Working,Y,Y,House / apartment,1,1,1,0
"5,033,674",1,F,Secondary / secondary special,Civil marriage,1,2,2,Working,N,Y,House / apartment,0,0,0,0
"5,132,843",1,F,Lower secondary,Married,1,2,2,Working,Y,Y,With parents,0,1,0,0
"5,132,842",1,F,Lower secondary,Married,1,2,2,Working,Y,Y,With parents,0,1,0,0
"5,132,841",1,F,Lower secondary,Married,1,2,2,Working,Y,Y,With parents,0,1,0,0
"5,132,844",1,F,Lower secondary,Married,1,2,2,Working,Y,Y,With parents,0,1,0,0
"5,132,840",1,F,Lower secondary,Married,1,2,2,Working,Y,Y,With parents,0,1,0,0
"5,089,382",4,M,Secondary / secondary special,Married,1,2,2,Working,Y,N,House / apartment,1,0,0,0
"5,106,137",4,M,Secondary / secondary special,Separated,1,1,2,Working,Y,Y,House / apartment,1,1,0,0
"5,106,140",4,M,Secondary / secondary special,Separated,1,1,2,Working,Y,Y,House / apartment,1,1,0,0
"5,106,139",4,M,Secondary / secondary special,Separated,1,1,2,Working,Y,Y,House / apartment,1,1,0,0
"5,048,458",1,F,Higher education,Married,2,3,2,Working,Y,Y,House / apartment,0,0,0,0
"5,048,463",1,F,Higher education,Married,2,3,2,Working,Y,Y,House / apartment,0,0,0,0
"5,045,162",1,F,Incomplete higher,Married,3,3,2,Working,Y,Y,House / apartment,0,1,0,0
"5,045,161",1,F,Incomplete higher,Married,3,3,2,Working,Y,Y,House / apartment,0,1,0,0
"5,045,165",1,F,Incomplete higher,Married,3,3,2,Working,Y,Y,House / apartment,0,1,0,0
"5,045,159",1,F,Incomplete higher,Married,3,3,2,Working,Y,Y,House / apartment,0,1,0,0
"5,045,164",1,F,Incomplete higher,Married,3,3,2,Working,Y,Y,House / apartment,0,1,0,0
"5,045,166",1,F,Incomplete higher,Married,3,3,2,Working,Y,Y,House / apartment,0,1,0,0
"5,045,160",1,F,Incomplete higher,Married,3,3,2,Working,Y,Y,House / apartment,0,1,0,0
"5,021,624",3,F,Higher education,Married,4,3,2,Working,Y,Y,House / apartment,0,0,0,0
"5,115,566",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,562",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,573",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,563",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,572",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,565",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,571",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,567",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,115,564",3,M,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,009,666",4,F,Secondary / secondary special,Separated,1,1,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,009,664",4,F,Secondary / secondary special,Separated,1,1,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,009,665",4,F,Secondary / secondary special,Separated,1,1,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,085,704",4,M,Secondary / secondary special,Married,1,2,2,Pensioner,Y,Y,House / apartment,0,0,0,0
"5,113,574",4,F,Secondary / secondary special,Single / not married,1,1,2,Pensioner,N,Y,House / apartment,0,1,0,0
"5,113,576",4,F,Secondary / secondary special,Single / not married,1,1,2,Pensioner,N,Y,House / apartment,0,1,0,0
"5,113,573",4,F,Secondary / secondary special,Single / not married,1,1,2,Pensioner,N,Y,House / apartment,0,1,0,0
"5,113,578",4,F,Secondary / secondary special,Single / not married,1,1,2,Pensioner,N,Y,House / apartment,0,1,0,0
"5,105,535",5,M,Secondary / secondary special,Separated,1,1,2,Pensioner,Y,Y,House / apartment,0,1,0,0
"5,095,346",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,1,0,0
"5,095,344",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,1,0,0
"5,149,346",5,F,Higher education,Civil marriage,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,149,347",5,F,Higher education,Civil marriage,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,149,345",5,F,Higher education,Civil marriage,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,022,138",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,022,135",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,022,136",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,095,699",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,095,702",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,095,706",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,105,721",5,F,Secondary / secondary special,Single / not married,1,1,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,105,207",5,F,Secondary / secondary special,Separated,1,1,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,052,757",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,052,758",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,Rented apartment,0,0,0,0
"5,052,720",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,052,722",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,052,719",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,148,865",5,F,Higher education,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,148,867",5,F,Higher education,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,148,870",5,F,Higher education,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,068,404",5,F,Secondary / secondary special,Civil marriage,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,068,403",5,F,Secondary / secondary special,Civil marriage,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,142,670",5,F,Secondary / secondary special,Civil marriage,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,142,669",5,F,Secondary / secondary special,Civil marriage,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,092,368",5,M,Higher education,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,092,367",5,M,Higher education,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,092,370",5,M,Higher education,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,010,193",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,Y,Y,House / apartment,0,0,0,0
"5,010,192",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,Y,Y,House / apartment,0,0,0,0
"5,114,117",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,100,260",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,117,104",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,117,105",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,117,107",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,041,247",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,041,245",5,F,Secondary / secondary special,Married,1,2,2,Pensioner,N,Y,House / apartment,0,0,0,0
"5,036,473",5,F,Higher education,Single / not married,1,1,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,036,470",5,F,Higher education,Single / not married,1,1,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,036,472",5,F,Higher education,Single / not married,1,1,2,Pensioner,N,N,House / apartment,0,0,0,0
"5,118,072",5,F,Higher education,Civil marriage,1,2,2,Pensioner,Y,N,House / apartment,0,1,0,0
"5,118,068",5,F,Higher education,Civil marriage,1,2,2,Pensioner,Y,N,House / apartment,0,1,0,0
"5,100,295",5,F,Higher education,Civil marriage,1,2,2,Pensioner,Y,N,House / apartment,0,1,0,0
"5,118,069",5,F,Higher education,Civil marriage,1,2,2,Pensioner,Y,N,House / apartment,0,1,0,0
"5,078,999",2,F,Secondary / secondary special,Single / not married,1,1,2,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,029,176",4,M,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,0,0,0
"5,149,771",3,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,1,0,0
"5,149,770",3,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,1,0,0
"5,149,769",3,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,1,0,0
"5,149,773",3,F,Secondary / secondary special,Married,1,2,2,Working,Y,Y,House / apartment,0,1,0,0
"5,028,256",2,F,Secondary / secondary special,Married,2,3,2,Working,Y,Y,House / apartment,0,0,0,0
"5,028,257",2,F,Secondary / secondary special,Married,2,3,2,Working,Y,Y,House / apartment,0,0,0,0
"5,028,259",2,F,Secondary / secondary special,Married,2,3,2,Working,Y,Y,House / apartment,0,0,0,0
"5,028,261",2,F,Secondary / secondary special,Married,2,3,2,Working,Y,Y,House / apartment,0,0,0,0
"5,009,292",3,F,Secondary / secondary special,Civil marriage,1,2,2,Working,N,N,House / apartment,0,1,0,0
"5,009,281",3,F,Secondary / secondary special,Civil marriage,1,2,2,Working,N,N,House / apartment,0,1,0,0
"5,009,287",3,F,Secondary / secondary special,Civil marriage,1,2,2,Working,N,N,House / apartment,0,1,0,0
"5,009,294",3,F,Secondary / secondary special,Civil marriage,1,2,2,Working,N,N,House / apartment,0,1,0,0
